ID,stag,event,gender,age,industry,profession,traffic,coach,head_gender,greywage,way,extraversion,independ,selfcontrol,anxiety,novator
25,59.20328542,1,f,25,Banks,HR,recNErab,yes,f,white,bus,4.6,4.1,8.7,5.6,2.1
26,12.38603696,1,f,36,Banks,Finan?,rabrecNErab,no,m,white,car,7.8,6.9,3.3,3.3,7.5
27,24.3449692,1,f,36,Retail,HR,rabrecNErab,my head,m,white,bus,7.8,2.6,5.7,7.1,5.2
28,11.95893224,1,m,29,Banks,HR,rabrecNErab,no,f,white,car,3.8,1.9,9.5,7.9,3.7
29,3.252566735,1,f,35, HoReCa,HR,empjs,my head,f,white,bus,3,7.6,7.2,4,7.5
30,3.252566735,1,f,35, HoReCa,HR,empjs,my head,f,white,bus,1.4,8.4,8,4.8,6
31,14.58726899,1,f,21,Telecom,Sales,rabrecNErab,yes,f,white,bus,8.6,4.1,4.9,5.6,6
32,16.91991786,1,m,35,etc,Sales,youjs,no,m,white,car,4.6,3.4,4.1,8.7,4.4
33,28.15605749,1,f,25,etc,etc,referal,my head,f,white,bus,3.8,6.9,6.4,7.1,7.5
34,60.94455852,1,f,30.40033257,Retail,HR,youjs,no,m,white,bus,7,6.2,4.1,2.5,6.7
35,87.68788501,1,f,29,Consult,HR,rabrecNErab,no,f,white,bus,7,6.2,4.1,4,9
36,43.4661191,1,f,22,Pharma,HR,rabrecNErab,no,m,white,bus,3,4.1,8.7,7.1,6
37,22.73511294,1,f,34,Retail,HR,KA,no,m,white,car,5.4,5.5,4.9,4.8,4.4
38,22.73511294,1,f,34,Retail,HR,KA,no,m,white,car,6.2,6.2,4.9,3.3,2.9
39,22.73511294,1,f,34,Retail,HR,KA,no,m,white,car,5.4,5.5,4.9,4.8,4.4
40,22.73511294,1,f,34,Retail,HR,KA,no,m,white,car,6.2,6.2,4.9,3.3,2.9
41,13.07597536,1,f,21,etc,HR,empjs,no,f,white,bus,5.4,7.6,4.9,3.3,2.1
42,7.589322382,1,f,22,etc,HR,youjs,yes,f,grey,car,7,4.8,6.4,4,4.4
43,36.23819302,1,f,32,Retail,HR,youjs,no,m,white,car,3,7.6,7.2,4.8,2.9
44,19.08829569,1,f,36,Pharma,etc,empjs,no,f,white,car,4.6,7.6,5.7,5.6,8.3
45,4.369609856,1,f,30,Banks,HR,youjs,no,m,white,bus,6.2,3.4,8,3.3,3.7
46,80.98562628,1,f,32,Retail,HR,rabrecNErab,my head,m,white,bus,3.8,6.2,8,4,6
47,9.100616016,1,f,33,Retail,HR,empjs,no,m,white,car,7,4.8,4.1,7.1,8.3
48,36.92813142,1,f,49,,BusinessDevelopment,empjs,my head,f,white,bus,4.6,6.2,4.9,5.6,6.7
49,3.975359343,1,f,29,,HR,empjs,yes,m,white,bus,7.8,5.5,5.7,4,5.2
50,3.975359343,1,f,29,,HR,empjs,yes,m,white,bus,6.2,6.2,5.7,6.3,2.9
51,3.975359343,1,f,29,,HR,empjs,yes,m,white,bus,7,6.2,5.7,4,3.7
52,7.589322382,1,m,36,,HR,empjs,no,m,white,foot,4.6,4.8,7.2,6.3,7.5
53,95.21149897,1,f,22,,Teaching,advert,my head,m,white,bus,8.6,4.8,4.9,4,6.7
54,41.69199179,1,f,21,,HR,empjs,yes,f,white,foot,7.8,5.5,2.6,7.1,9
55,14.9486653,1,f,25,,HR,empjs,no,f,white,bus,8.6,6.2,3.3,6.3,6
56,50.72689938,1,m,38,,HR,rabrecNErab,no,m,white,car,6.2,3.4,7.2,6.3,3.7
57,50.72689938,1,m,38,,HR,rabrecNErab,no,m,white,car,7,5.5,5.7,6.3,6
58,35.28542094,1,f,23,Consult,HR,empjs,yes,f,white,bus,10,4.8,4.1,5.6,8.3
59,35.28542094,1,f,23,Consult,HR,empjs,yes,f,white,bus,8.6,4.8,4.1,6.3,9
60,35.94250513,1,m,38,Banks,BusinessDevelopment,recNErab,no,m,white,car,8.6,3.4,6.4,4,6
61,15.57289528,1,f,24,Retail,HR,youjs,no,f,white,foot,6.2,7.6,3.3,3.3,6.7
62,15.57289528,1,f,24,Retail,HR,youjs,no,f,white,foot,6.2,7.6,3.3,3.3,6.7
63,52.96098563,1,f,36,manufacture,HR,rabrecNErab,my head,m,white,car,4.6,4.1,8,5.6,6
64,7.819301848,1,f,21,State,Sales,advert,my head,m,grey,bus,4.6,5.5,7.2,3.3,5.2
65,81.83983573,1,f,29,Telecom,HR,rabrecNErab,my head,f,white,foot,3.8,6.9,6.4,5.6,8.3
66,55.72073922,1,f,29,Banks,HR,empjs,my head,f,white,bus,7,6.2,4.1,4,4.4
67,4.336755647,1,f,26,manufacture,HR,referal,no,f,white,car,3.8,4.8,5.7,7.9,2.9
68,18.95687885,1,m,36,etc,manage,rabrecNErab,my head,m,white,car,6.2,4.1,6.4,6.3,5.2
69,18.95687885,1,m,36,etc,manage,rabrecNErab,my head,m,white,car,8.6,2.6,7.2,4.8,4.4
70,53.81519507,1,f,30.40033257,State,Teaching,recNErab,no,m,white,foot,4.6,9.1,4.1,4,6
71,90.51334702,1,f,22,State,HR,referal,my head,f,white,bus,6.2,5.5,3.3,6.3,6.7
72,40.57494867,1,m,29,Banks,Marketing,rabrecNErab,no,f,white,bus,6.2,4.8,6.4,5.6,5.2
73,59.49897331,1,f,23,State,Teaching,advert,no,f,white,bus,7,5.5,3.3,6.3,5.2
74,6.603696099,1,m,22,manufacture,manage,advert,no,f,white,foot,7.8,5.5,1,9.4,9
75,44.78028747,1,f,36,etc,HR,rabrecNErab,no,m,white,bus,7.8,4.8,4.9,5.6,9
76,6.669404517,1,m,27,State,Teaching,rabrecNErab,no,f,white,bus,6.2,5.5,6.4,4,4.4
77,15.70431211,0,f,34,Retail,HR,empjs,no,f,white,car,8.6,5.5,4.1,5.6,6.7
78,15.70431211,0,f,34,Retail,HR,empjs,no,f,white,car,8.6,3.4,4.1,7.1,6
79,15.70431211,0,f,34,Retail,HR,empjs,no,f,white,car,7.8,4.1,4.1,7.1,6.7
80,59.20328542,1,f,25,Banks,HR,recNErab,no,f,white,bus,5.4,4.8,7.2,5.6,5.2
81,59.20328542,1,f,25,Banks,HR,recNErab,no,f,white,bus,4.6,4.1,8.7,5.6,2.1
82,17.3798768,1,f,24,Consult,HR,rabrecNErab,no,f,white,bus,5.4,6.9,4.9,4,6.7
83,38.86652977,1,f,27,Retail,etc,referal,yes,m,white,bus,5.4,6.9,2.6,5.6,8.3
84,7.950718686,1,f,34,Banks,BusinessDevelopment,KA,my head,m,white,car,7,6.2,7.2,2.5,5.2
85,7.950718686,1,f,34,Banks,BusinessDevelopment,KA,my head,m,white,car,8.6,6.9,5.7,3.3,4.4
86,96.52566735,1,f,24,IT,HR,KA,no,f,white,bus,6.2,4.8,7.2,4,6.7
87,86.53798768,1,f,23,State,Teaching,referal,yes,f,white,bus,3.8,6.9,8,1.7,2.1
88,52.862423,1,f,38,Telecom,HR,youjs,no,m,white,car,4.6,5.5,7.2,6.3,7.5
89,17.57700205,1,f,25,Banks,HR,empjs,no,m,white,bus,6.2,6.2,5.7,5.6,7.5
90,17.57700205,1,f,25,Banks,HR,empjs,no,m,white,bus,6.2,7.6,4.1,4.8,9
91,25.06776181,1,f,28,manufacture,HR,youjs,my head,m,white,bus,6.2,4.8,4.1,4,6.7
92,86.83367556,1,f,29,manufacture,HR,rabrecNErab,my head,f,white,car,7,5.5,1.8,6.3,6
93,13.10882957,1,m,26,etc,Commercial,rabrecNErab,no,m,white,car,6.2,4.1,4.9,6.3,2.9
94,26.18480493,1,m,21,etc,Marketing,referal,no,m,white,bus,4.6,6.9,4.1,5.6,6
95,9.626283368,1,f,25,Consult,HR,youjs,my head,f,white,bus,5.4,6.9,5.7,3.3,2.9
96,9.889117043,1,f,25,Consult,HR,youjs,my head,f,white,bus,5.4,6.9,5.7,3.3,2.9
97,3.351129363,1,f,24,Consult,HR,youjs,no,f,white,bus,4.6,6.9,5.7,5.6,2.9
98,15.3100616,1,f,31,State,HR,rabrecNErab,no,m,grey,bus,2.2,1,8,8.7,3.7
99,80.06570842,1,f,45,Retail,HR,empjs,no,f,white,bus,3,5.5,10,6.3,2.9
100,16.78850103,1,f,21,etc,etc,rabrecNErab,my head,f,white,bus,7,6.9,5.7,4,5.2
101,19.44969199,1,f,22,etc,HR,youjs,my head,f,white,bus,5.4,6.2,4.1,8.7,8.3
102,9.034907598,1,f,37,Mining,Commercial,KA,yes,m,white,bus,3.8,7.6,4.9,7.1,9
103,18.49691992,1,f,32,etc,HR,empjs,my head,m,white,bus,7.8,6.2,3.3,4,8.3
104,53.19096509,1,f,37,manufacture,HR,rabrecNErab,my head,m,white,bus,7,4.8,5.7,6.3,8.3
105,42.57905544,1,f,30,Retail,HR,KA,no,f,white,bus,6.2,6.2,5.7,5.6,8.3
106,23.6550308,1,f,37,transport,HR,youjs,no,m,white,bus,6.2,5.5,5.7,6.3,9
107,41.29774127,1,f,22,Pharma,HR,rabrecNErab,no,m,white,bus,3.8,1.9,8.7,6.3,4.4
108,41.29774127,1,f,22,Pharma,HR,rabrecNErab,no,m,white,bus,5.4,2.6,8,7.1,5.2
109,123.3347023,1,f,22,Banks,IT,referal,my head,m,white,bus,4.6,4.8,6.4,7.1,6
110,123.3347023,1,f,22,Banks,IT,referal,my head,m,white,bus,4.6,6.2,6.4,4,6.7
111,13.17453799,1,m,28,Telecom,IT,rabrecNErab,no,m,white,car,8.6,6.2,1,5.6,6.7
112,13.17453799,1,m,28,Telecom,IT,rabrecNErab,no,m,white,car,7,6.2,2.6,5.6,8.3
113,14.85010267,1,m,25,manufacture,HR,empjs,my head,f,white,car,6.2,5.5,5.7,5.6,4.4
114,24.24640657,1,f,23,Building,Marketing,rabrecNErab,my head,f,white,bus,3.8,7.6,7.2,2.5,4.4
115,12.09034908,1,m,25,Building,HR,youjs,yes,f,white,bus,7,4.8,4.9,5.6,6
116,11.49897331,1,f,26,Banks,HR,youjs,no,f,white,bus,4.6,6.2,5.7,4,6
117,11.49897331,1,f,26,Banks,HR,youjs,no,f,white,bus,4.6,5.5,6.4,5.6,5.2
118,27.36755647,1,m,30,Retail,Sales,youjs,no,m,white,car,7,4.8,1.8,8.7,6.7
119,15.54004107,1,m,38,IT,IT,referal,no,m,white,car,6.2,4.1,1.8,8.7,8.3
120,4.960985626,1,f,37,State,Marketing,recNErab,no,f,white,foot,9.4,4.1,4.9,4,8.3
121,19.8110883,1,f,26,Agriculture,Law,rabrecNErab,no,m,grey,bus,5.4,4.8,8.7,5.6,2.9
122,103.3921971,1,f,27,Banks,HR,youjs,no,f,white,car,3.8,4.8,9.5,6.3,3.7
123,3.975359343,1,f,29,Retail,etc,empjs,no,m,white,bus,7.8,5.5,5.7,4,5.2
124,3.975359343,1,f,29,Retail,etc,empjs,no,m,white,bus,6.2,6.2,5.7,6.3,2.9
125,3.975359343,1,f,29,Retail,etc,empjs,no,m,white,bus,7,6.2,5.7,4,3.7
126,70.93223819,1,f,26,manufacture,HR,rabrecNErab,no,m,white,bus,3.8,5.5,8.7,3.3,3.7
127,70.93223819,1,f,26,manufacture,HR,rabrecNErab,no,m,white,bus,3,6.9,6.4,3.3,2.9
128,51.94250513,1,f,49,manufacture,HR,empjs,my head,m,white,bus,6.2,8.4,3.3,3.3,6
129,38.76796715,1,m,21,Banks,HR,recNErab,yes,f,white,foot,7.8,6.2,2.6,5.6,9
130,38.76796715,1,m,21,Banks,HR,recNErab,yes,f,white,foot,7,3.4,3.3,7.1,8.3
131,34.95687885,1,m,26,Mining,HR,empjs,yes,f,white,car,4.6,3.4,8.7,7.9,7.5
132,49.3798768,1,f,22,etc,Marketing,rabrecNErab,no,f,grey,car,5.4,6.9,,4,4.4
133,25.65913758,1,m,51,Retail,etc,referal,no,m,white,car,3,5.5,,5.6,5.2
134,50.72689938,1,f,28,manufacture,Finan?,rabrecNErab,no,m,white,car,7.8,3.4,,4,4.4
135,22.07802875,1,m,52,Consult,Consult,rabrecNErab,no,m,white,foot,3,9.1,,6.3,6.7
136,11.07186858,1,f,43,Pharma,HR,youjs,my head,f,white,car,4.6,5.5,,7.9,7.5
137,50.59548255,1,f,44,manufacture,HR,rabrecNErab,no,m,grey,car,7,6.9,,3.3,6
138,17.41273101,1,f,45,manufacture,Engineer,rabrecNErab,my head,f,white,bus,3.8,4.1,,5.6,3.7
139,24.41067762,1,f,27,Building,HR,rabrecNErab,no,f,white,bus,3.8,9.8,,4,9
140,23.88501027,1,f,26,Retail,HR,youjs,my head,f,white,bus,7,5.5,,4.8,7.5
141,20.04106776,1,f,25,,HR,advert,yes,f,white,car,9.4,3.4,,8.7,7.5
142,150.9979466,1,f,19,,HR,advert,yes,m,white,foot,7,3.4,,7.9,6.7
143,10.7761807,1,f,31,,HR,rabrecNErab,no,m,white,bus,9.4,3.4,,8.7,9.8
144,78.68583162,1,f,31,,HR,rabrecNErab,no,f,grey,bus,3.8,4.1,,8.7,2.1
145,78.68583162,1,f,31,,HR,rabrecNErab,no,f,grey,bus,3.8,4.1,,8.7,2.1
146,81.18275154,1,f,31,,HR,referal,my head,f,white,bus,6.2,4.8,,6.3,5.2
147,13.40451745,1,f,30.40033257,,HR,youjs,no,f,white,bus,6.2,4.1,,6.3,1
148,13.40451745,1,f,30.40033257,,HR,youjs,no,f,white,bus,7,6.9,4.1,6.3,3.7
149,142.4558522,1,f,18,,HR,advert,no,f,white,bus,6.2,5.5,6.4,4.8,5.2
150,10.94045175,1,m,33,,Consult,youjs,yes,m,white,car,3,10,5.7,6.3,8.3
151,12.05749487,1,f,36,,Sales,youjs,no,m,white,bus,5.4,4.8,4.9,4.8,6
152,54.07802875,1,f,31,etc,HR,empjs,my head,m,white,car,3,5.5,7.2,5.6,6
153,5.650924025,1,f,45,IT,HR,rabrecNErab,no,m,white,car,7.8,4.8,4.1,4,6
154,,1,f,29,Retail,HR,empjs,my head,f,white,car,8.6,6.9,4.9,3.3,6
155,,1,m,23,Banks,HR,rabrecNErab,no,f,white,bus,5.4,5.5,5.7,8.7,5.2
156,,1,f,27,Retail,HR,rabrecNErab,my head,f,white,car,6.2,4.8,6.4,6.3,2.9
157,,1,f,22,Retail,Sales,youjs,yes,m,grey,bus,8.6,4.1,4.9,4.8,5.2
158,,1,m,47,manufacture,Commercial,empjs,no,m,grey,bus,3.8,1.9,8.7,8.7,2.1
159,,1,m,47,manufacture,Commercial,empjs,no,m,grey,bus,4.6,4.1,5.7,9.4,3.7
160,,1,m,47,manufacture,Commercial,empjs,no,m,grey,bus,3,5.5,4.9,9.4,4.4
161,,1,f,30.40033257,Consult,HR,youjs,no,m,white,bus,7.8,5.5,4.9,7.1,6
162,,1,f,28,transport,HR,rabrecNErab,my head,f,white,car,4.6,6.9,4.9,4,6
163,,0,f,43,manufacture,HR,rabrecNErab,my head,m,white,bus,4.6,7.6,4.9,5.6,6
164,,1,m,26,Consult,Consult,referal,no,f,white,bus,8.6,5.5,4.1,7.1,6.7
165,,1,f,31,Retail,Sales,KA,no,f,grey,bus,5.4,5.5,7.2,4.8,1.3
166,,1,m,24,Retail,HR,empjs,my head,f,grey,bus,4.6,7.6,6.4,4.8,6.7
167,,1,f,27,Building,HR,rabrecNErab,no,f,white,bus,3.8,9.8,4.1,4,9
168,,1,m,35,Retail,HR,rabrecNErab,no,m,white,car,6.2,5.5,5.7,4,2.9
169,,1,m,35,Retail,HR,rabrecNErab,no,m,white,car,7,4.8,2.6,5.6,6
170,,1,f,31,PowerGeneration,HR,youjs,my head,f,white,car,5.4,4.1,6.4,4.8,4.4
171,,1,m,23,IT,HR,empjs,no,f,white,bus,7,4.1,6.4,4.8,5.2
172,,1,f,40,Banks,Sales,advert,my head,f,white,car,5.4,4.1,4.9,6.3,7.5
173,,1,f,31,IT,HR,KA,no,m,white,bus,5.4,6.9,3.3,4,8.3
174,,1,f,37,etc,HR,youjs,yes,f,white,bus,6.2,6.2,6.4,5.6,5.2
175,,1,f,24,IT,HR,youjs,yes,f,white,bus,8.6,4.1,4.9,3.3,6
176,,1,f,23,Building,HR,empjs,no,f,grey,bus,5.4,8.4,4.1,4.8,6
177,,1,f,23,Building,HR,empjs,no,f,grey,bus,7.8,5.5,4.1,4.8,5.2
178,,1,f,46,RealEstate,HR,rabrecNErab,no,m,white,car,4.6,7.6,6.4,4,6
179,,1,f,23,Consult,Marketing,youjs,yes,f,white,bus,6.2,4.8,5.7,3.3,3.7
180,,1,f,40,IT,HR,empjs,yes,m,white,bus,3,8.4,7.2,4.8,8.3
181,,1,m,39,manufacture,Engineer,recNErab,no,m,white,car,3.8,4.8,5.7,7.9,3.7
182,,1,f,28,Retail,HR,youjs,no,f,white,car,3,5.5,6.4,5.6,3.7
183,,1,m,40,etc,HR,empjs,yes,m,white,car,5.4,3.4,5.7,7.9,9.8
184,,1,m,33,Retail,Finan?,rabrecNErab,no,f,white,bus,2.2,6.2,6.4,6.3,5.2
185,,1,m,33,Retail,Finan?,rabrecNErab,no,f,white,,3.8,4.1,8,6.3,4.4
186,,1,f,24,Banks,HR,referal,no,f,white,,7.8,6.2,4.9,1.7,3.7
187,,1,f,38,Retail,HR,rabrecNErab,no,m,white,,6.2,4.1,4.9,5.6,6.7
188,,1,m,35,manufacture,BusinessDevelopment,rabrecNErab,no,m,white,,5.4,4.8,4.1,7.9,7.5
189,,1,f,33,manufacture,HR,referal,my head,m,white,,4.6,4.8,7.2,7.9,6
190,,1,f,36,etc,HR,empjs,no,m,white,,3,6.9,6.4,4.8,6
191,,1,f,36,etc,HR,empjs,no,m,white,,2.2,6.9,8,6.3,3.7
192,,1,f,36,etc,HR,empjs,no,m,white,,3,6.9,7.2,4.8,5.2
193,,1,f,22,etc,HR,youjs,yes,f,white,,9.4,4.1,4.1,4.8,9
194,,1,f,38,manufacture,HR,rabrecNErab,no,m,white,,7.8,2.6,5.7,7.1,5.2
195,,1,f,23,Banks,HR,rabrecNErab,yes,f,white,,4.6,6.9,7.2,5.6,4.4
196,,1,f,23,Banks,HR,rabrecNErab,yes,f,white,,6.2,4.8,4.9,4.8,3.7
197,,1,f,24,etc,Sales,rabrecNErab,my head,f,white,,6.2,5.5,5.7,3.3,2.1
198,,1,m,26,Retail,Sales,recNErab,no,m,white,,3,5.5,5.7,7.1,6.7
199,,1,f,33,etc,etc,advert,no,m,white,,5.4,1,9.5,9.4,5.2
200,,1,f,40,Banks,HR,empjs,yes,f,grey,,6.2,3.4,8,3.3,3.7
201,,1,f,23,manufacture,manage,KA,no,f,white,,3.8,4.1,8.7,4,2.9
202,,1,f,27,Retail,HR,youjs,no,m,white,,8.6,4.8,7.2,4,3.7
203,,1,f,24,PowerGeneration,Sales,empjs,my head,f,white,,5.4,6.2,4.1,6.3,9.8
204,,1,f,30,Banks,HR,rabrecNErab,no,f,white,,5.4,7.6,2.6,5.6,6
205,,1,f,37,Pharma,etc,empjs,no,f,white,,4.6,7.6,5.7,5.6,8.3
206,,1,f,31,manufacture,HR,rabrecNErab,no,m,grey,bus,3,7.6,4.9,5.6,5.2
207,,1,f,31,Retail,HR,KA,no,m,white,bus,3.8,10,3.3,3.3,6.7
208,,1,f,23,IT,HR,youjs,my head,f,white,bus,1.4,2.6,9.5,8.7,2.1
209,,1,f,40,Banks,HR,empjs,no,f,white,bus,7.8,5.5,2.6,6.3,8.3
210,,1,f,40,Banks,HR,empjs,no,f,white,bus,8.6,5.5,3.3,6.3,7.5
211,,1,f,40,Banks,HR,empjs,no,f,white,bus,7,6.9,4.1,5.6,7.5
212,,1,f,37,etc,Marketing,youjs,no,f,white,bus,4.6,2.6,8.7,4,2.9
213,,1,f,30,Retail,Sales,youjs,no,f,white,bus,4.6,2.6,7.2,6.3,5.2
214,,1,f,38,State,Teaching,referal,no,f,,foot,3,9.1,4.1,4.8,6
215,,1,m,32,Mining,Law,rabrecNErab,no,f,,bus,3,4.8,4.1,7.1,7.5
216,,1,f,34,Building,Marketing,referal,no,m,,car,9.4,3.4,4.9,3.3,6
217,,1,f,25,manufacture,HR,youjs,my head,f,,car,3,4.8,7.2,7.9,5.2
218,,1,f,25,manufacture,HR,youjs,my head,f,grey,car,3,5.5,5.7,7.1,5.2
219,,0,m,33,Retail,HR,empjs,my head,f,white,car,4.6,6.2,8,7.1,5.2
220,,0,m,33,Retail,HR,empjs,my head,f,white,car,5.4,7.6,5.7,7.1,6
221,,0,m,33,Retail,HR,rabrecNErab,my head,m,white,car,3,4.1,8,7.1,3.7
222,,1,m,37,manufacture,manage,rabrecNErab,no,m,grey,bus,3.8,4.8,4.9,7.1,6.7
223,,1,f,31,manufacture,HR,rabrecNErab,my head,f,white,bus,6.2,4.8,4.1,4.8,5.2
224,,0,f,30,RealEstate,BusinessDevelopment,referal,my head,m,white,foot,5.4,6.9,2.6,5.6,8.3
225,,1,m,26,manufacture,Engineer,referal,my head,m,white,bus,4.6,5.5,8.7,5.6,1.3
226,,1,m,33,Banks,etc,youjs,no,m,white,car,6.2,4.1,3.3,8.7,9.8
227,,0,f,25,Retail,HR,youjs,no,m,grey,car,6.2,3.4,6.4,6.3,7.5
228,,0,f,32,etc,Marketing,rabrecNErab,my head,m,white,foot,5.4,5.5,3.3,7.9,8.3
229,,0,f,36,Retail,HR,KA,no,m,white,car,6.2,6.2,5.7,4,5.2
230,,0,f,38,Building,HR,referal,no,m,white,car,1.4,4.8,5.7,6.3,6.7
231,,1,f,23,Retail,Marketing,advert,my head,f,white,car,3,6.2,8.7,4.8,6
232,,1,f,26,State,manage,referal,no,f,white,foot,4.6,5.5,8,4.8,5.2
233,,1,f,24,Banks,HR,rabrecNErab,no,f,white,foot,7.8,6.2,4.9,1.7,3.7
234,,1,f,25,Retail,HR,empjs,no,m,white,bus,7.8,6.9,3.3,3.3,5.2
235,,1,f,33,Banks,HR,rabrecNErab,no,f,white,car,5.4,6.2,7.2,2.5,5.2
236,,0,f,32,Pharma,Sales,rabrecNErab,no,f,white,bus,5.4,7.6,8.7,2.5,2.9
237,,0,f,44,Banks,HR,KA,no,f,white,car,4.6,4.8,8.7,4.8,6
238,,1,f,24,Consult,Consult,youjs,no,f,grey,bus,6.2,4.8,8,4,2.9
239,,1,f,23,manufacture,HR,youjs,my head,f,white,bus,6.2,3.4,6.4,4.8,3.7
240,,0,f,25,manufacture,HR,youjs,no,f,white,bus,6.2,3.4,6.4,4.8,3.7
241,,1,f,34,etc,HR,empjs,no,m,white,car,8.6,5.5,1,6.3,9.8
242,,1,m,30,Retail,Sales,rabrecNErab,no,m,grey,car,5.4,4.1,4.9,6.3,6
243,,1,f,29,State,Teaching,advert,no,f,white,foot,9.4,5.5,3.3,3.3,5.2
244,,1,f,30,Mining,HR,youjs,my head,f,white,car,4.6,6.9,7.2,3.3,6.7
245,,0,f,29,IT,HR,rabrecNErab,no,f,white,bus,4.6,7.6,7.2,2.5,4.4
246,,0,f,26, HoReCa,HR,youjs,my head,f,white,car,3,6.9,7.2,4.8,5.2
247,,1,f,28,Retail,HR,rabrecNErab,my head,m,white,bus,7.8,6.9,4.1,3.3,7.5
248,,1,f,33, HoReCa,HR,youjs,my head,m,white,bus,3.8,8.4,8,4,4.4
249,,1,f,33, HoReCa,HR,youjs,my head,m,white,bus,4.6,9.1,4.9,3.3,2.9
250,,1,f,27,Retail,HR,rabrecNErab,no,m,white,foot,7,5.5,4.9,6.3,8.3
251,,1,f,32,State,Teaching,rabrecNErab,no,f,white,bus,7.8,4.8,4.1,3.3,7.5
252,,1,f,31,Banks,HR,empjs,no,f,grey,bus,7,6.2,1,9.4,7.5
253,,0,f,23,Retail,HR,youjs,yes,f,white,bus,6.2,4.8,7.2,4,6.7
254,,1,m,22,PowerGeneration,etc,recNErab,no,m,white,bus,6.2,2.6,7.2,5.6,6.7
255,,1,f,24,Telecom,HR,referal,no,m,white,bus,1,6.9,9.5,4.8,7.5
256,,1,f,23,Retail,Sales,empjs,my head,f,white,bus,7,4.8,4.1,5.6,6.7
257,,0,f,32,Retail,HR,rabrecNErab,no,f,white,bus,3,4.1,7.2,7.1,8.3
258,,0,m,42,manufacture,BusinessDevelopment,youjs,no,m,white,car,1.4,4.1,9.5,7.1,5.2
259,,1,m,22,,Marketing,rabrecNErab,no,m,white,bus,5.4,4.1,8.7,4,2.1
260,,1,m,39,,BusinessDevelopment,youjs,no,f,white,bus,7.8,4.8,1.8,8.7,8.3
261,,1,m,34,,HR,empjs,no,m,grey,bus,3.8,2.6,8,9.4,6
262,,0,f,30,,HR,youjs,no,m,,bus,4.6,2.6,7.2,7.1,6.7
263,,1,f,28,,Marketing,rabrecNErab,no,f,,car,3,8.4,3.3,7.9,8.3
264,,0,f,31,,BusinessDevelopment,referal,no,m,,car,4.6,4.8,8,4.8,6.7
265,,0,f,31,Retail,BusinessDevelopment,referal,no,m,,car,6.2,6.9,7.2,4.8,5.2
266,,1,f,32,etc,HR,youjs,yes,f,white,bus,3,8.4,7.2,6.3,7.5
267,,0,f,40,manufacture,HR,youjs,no,m,white,bus,3,6.9,4.9,5.6,6
268,,1,f,22,IT,manage,youjs,yes,f,white,bus,8.6,6.2,2.6,5.6,9.8
