day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,score_text
9.19,KIA 타이거즈,6,1,0,5,1,2,0,광주,25.1,0,76,4
9.2,한화 이글스,8,1,0,8,0,0,1,서울,22.7,0,38,2
9.2,LG 트윈스,5,1,0,7,0,0,0,서울,22.7,0,38,1
9.2,두산 베어스,7,1,0,9,0,0,1,창원,22.1,0,62,3
9.2,NC 다이노스,9,1,1,6,0,0,0,창원,22.1,0,62,2
9.2,SK 와이번스,11,2,0,8,0,0,1,광주,21.6,0,54,4
9.2,KIA 타이거즈,8,1,1,2,3,0,0,광주,21.6,0,54,3
9.21,LG 트윈스,8,2,0,10,0,0,0,대구,24.9,0,42,4
9.21,삼성 라이온즈,15,2,0,5,1,0,1,대구,24.9,0,42,8
9.21,키움 히어로즈,13,1,2,4,2,0,1,수원,22,0,56,5
9.21,kt wiz,6,2,0,7,0,1,0,수원,22,0,56,3
9.22,LG 트윈스,14,2,0,8,1,2,1,대구,25.6,0,37,8
9.22,삼성 라이온즈,11,0,0,5,1,1,0,대구,25.6,0,37,4
9.22,롯데 자이언츠,11,0,0,4,1,0,1,대전,24.2,0,56,2
9.22,한화 이글스,2,0,1,11,0,0,0,대전,24.2,0,56,0
9.22,두산 베어스,12,2,0,6,0,0,1,광주,25.1,0,60,6
9.22,KIA 타이거즈,6,0,0,6,1,0,0,광주,25.1,0,60,0
9.23,kt wiz,7,1,0,7,1,1,0,광주,25.8,0,69,3
9.23,KIA 타이거즈,14,5,1,6,0,0,1,광주,25.8,0,69,8
9.23,LG 트윈스,16,3,0,7,1,1,1,창원,22.9,0,75,11
9.23,NC 다이노스,13,2,1,7,1,0,0,창원,22.9,0,75,9
9.23,삼성 라이온즈,12,2,0,9,0,1,0,대전,24.2,0,73,7
9.23,한화 이글스,12,0,0,10,0,0,1,대전,24.2,0,73,8
9.23,키움 히어로즈,9,2,0,5,0,1,0,부산,22.8,0,76,2
9.23,롯데 자이언츠,11,0,0,2,0,0,1,부산,22.8,0,76,7
9.24,한화 이글스,12,1,0,3,2,0,1,광주,26.1,0,73,5
9.24,KIA 타이거즈,7,0,0,9,1,0,0,광주,26.1,0,73,0
9.24,kt wiz,11,1,0,7,1,1,0,서울,25,0,73,4
9.24,두산 베어스,11,0,3,4,1,1,1,서울,25,0,73,6
9.24,LG 트윈스,5,1,0,8,1,1,0,창원,23.4,0,77,3
9.24,NC 다이노스,6,1,0,8,1,0,1,창원,23.4,0,77,4
9.26,한화 이글스,10,2,0,11,0,1,0,부산,22.8,0,74,8
9.26,롯데 자이언츠,14,2,1,7,1,0,1,부산,22.8,0,74,11
9.26,LG 트윈스,5,0,0,6,0,0,0,광주,27,0,57,0
9.26,KIA 타이거즈,10,2,0,5,1,0,1,광주,27,0,57,6
9.27,NC 다이노스,16,4,1,6,1,0,1,대구,19.3,0,97,11
9.27,삼성 라이온즈,5,1,1,8,0,2,0,대구,19.3,0,97,1
9.27,두산 베어스,9,0,0,7,0,0,0,수원,24.3,0,65,2
9.27,kt wiz,5,0,0,9,2,0,1,수원,24.3,0,65,3
9.28,KIA 타이거즈,7,0,0,6,0,3,1,대전,21.2,0,48,7
9.28,한화 이글스,8,0,1,3,1,1,0,대전,21.2,0,48,4
9.28,LG 트윈스,18,3,0,8,1,0,1,수원,19.1,0,44,15
9.28,kt wiz,12,2,0,9,2,1,0,수원,19.1,0,44,6
9.29,KIA 타이거즈,16,0,0,3,1,0,1,대전,18.8,0,44,7
9.29,한화 이글스,8,2,0,10,1,1,0,대전,18.8,0,44,2
9.29,롯데 자이언츠,15,0,0,8,3,1,1,인천,18.9,0,44,7
9.29,SK 와이번스,6,2,0,9,1,1,0,인천,18.9,0,44,2
9.29,두산 베어스,12,0,0,12,1,0,1,서울,19.5,0,30,5
9.29,LG 트윈스,5,0,0,3,0,0,0,서울,19.5,0,30,3
9.29,키움 히어로즈,13,1,0,6,0,1,0,창원,18.3,0,38,4
9.29,NC 다이노스,12,2,1,9,0,1,1,창원,18.3,0,38,8
9.3,SK 와이번스,6,1,0,8,0,0,1,대전,23.1,0,57,4
9.3,한화 이글스,8,0,0,9,3,2,0,대전,23.1,0,57,1
9.3,삼성 라이온즈,5,0,0,6,1,0,0,서울,23.7,0,59,3
9.3,LG 트윈스,9,1,0,6,0,1,1,서울,23.7,0,59,4
9.3,키움 히어로즈,9,1,0,7,1,2,0,창원,20.9,0,58,4
9.3,NC 다이노스,15,1,0,6,0,0,1,창원,20.9,0,58,11
10.1,KIA 타이거즈,6,0,0,6,2,1,0,수원,16.1,0.8,97,2
10.1,kt wiz,25,3,1,8,1,0,1,수원,16.1,0.8,97,20
10.1,두산 베어스,10,2,0,6,1,0,1,대전,15.9,0.7,94,6
10.1,한화 이글스,9,2,0,4,0,0,0,대전,15.9,0.7,94,4
10.1,삼성 라이온즈,10,0,0,7,1,0,1,서울,18.5,0,67,10
10.1,LG 트윈스,10,0,0,8,0,0,0,서울,18.5,0,67,3
10.2,KIA 타이거즈,8,2,0,8,0,4,1,수원,24.5,0,52,5
10.2,kt wiz,9,0,0,8,0,1,0,수원,24.5,0,52,3
10.3,KIA 타이거즈,13,2,2,5,0,0,1,수원,19.1,0,60,10
10.3,kt wiz,12,1,0,9,1,0,0,수원,19.1,0,60,2
10.3,SK 와이번스,8,0,1,8,0,0,1,서울,19.5,0,47,3
10.3,두산 베어스,6,1,0,5,1,2,0,서울,19.5,0,47,2
10.3,LG 트윈스,6,1,0,9,0,1,0,부산,20.2,0,72,2
10.3,롯데 자이언츠,6,0,0,4,0,0,1,부산,20.2,0,72,4
10.3,키움 히어로즈,15,3,0,12,1,2,0,대구,19,0,72,9
10.3,삼성 라이온즈,12,2,0,5,0,1,1,대구,19,0,72,10
10.5,SK 와이번스,6,2,0,3,1,0,0,창원,18.7,0,64,5
10.5,NC 다이노스,13,2,1,8,0,0,1,창원,18.7,0,64,10
10.8,NC 다이노스,10,1,4,14,1,0,1,부산,22.5,0,79,9
10.8,롯데 자이언츠,9,1,1,8,0,1,0,부산,22.5,0,79,2
10.9,NC 다이노스,7,0,0,5,0,1,0,부산,22.7,0,82,0
10.9,롯데 자이언츠,3,0,1,5,1,1,1,부산,22.7,0,82,1
10.11,롯데 자이언츠,12,1,0,9,0,0,0,창원,23.7,0,80,6
10.11,NC 다이노스,13,5,0,10,0,2,1,창원,23.7,0,80,13
10.13,롯데 자이언츠,10,4,0,3,0,0,1,창원,17.6,0,38,7
10.13,NC 다이노스,6,0,1,11,0,0,0,창원,17.6,0,38,1
10.15,NC 다이노스,15,0,0,7,1,0,1,부산,15.8,0.5,87,9
10.15,롯데 자이언츠,8,0,0,9,0,1,0,부산,15.8,0.5,87,0
10.17,NC 다이노스,17,1,1,14,0,0,1,서울,19.8,0,44,13
10.17,두산 베어스,9,1,0,11,2,2,0,서울,19.8,0,44,5
10.18,NC 다이노스,11,4,0,7,1,1,0,서울,16.9,0,60,7
10.18,두산 베어스,15,4,2,6,0,1,1,서울,16.9,0,60,17
10.2,두산 베어스,13,2,2,9,2,0,1,창원,18,0,59,14
10.2,NC 다이노스,9,0,0,7,1,1,0,창원,18,0,59,3
10.21,두산 베어스,17,5,2,7,0,0,1,창원,19.6,0,54,14
10.21,NC 다이노스,12,1,0,5,2,0,0,창원,19.6,0,54,5
10.25,두산 베어스,7,2,0,7,0,1,1,광주,16.6,0,59,5
10.25,KIA 타이거즈,6,1,1,6,1,1,0,광주,16.6,0,59,3
10.26,두산 베어스,4,0,0,11,0,1,0,광주,18.1,0,51,0
10.26,KIA 타이거즈,5,0,1,4,2,0,1,광주,18.1,0,51,1
10.28,KIA 타이거즈,9,1,0,3,1,0,1,서울,20.2,0,44,6
10.28,두산 베어스,7,1,0,5,0,0,0,서울,20.2,0,44,3
10.29,KIA 타이거즈,9,0,1,6,1,1,1,서울,10.2,0,29,5
10.29,두산 베어스,9,0,0,8,0,3,0,서울,10.2,0,29,1
10.3,KIA 타이거즈,10,1,0,7,0,1,1,서울,10,0,22,7
10.3,두산 베어스,11,0,0,9,1,2,0,서울,10,0,22,6
